file_name,caption
3041170372.jpg,A mountain biker jumps a rock on a mountain.
3041262779.jpg,Two people walking with strollers through a park
3041348852.jpg,Five white dogs with muzzles are running towards the camera.
3041384194.jpg,Woman with short red-hair stands alone with a worried look on her face.
3041487045.jpg,A pale tan dog romps through a wooded area
3041642723.jpg,A group of teenagers stand and sit on a house porch.
3041645937.jpg,A man in a brown jacket and a white shirt looks to his side.
3041779850.jpg,Young boys in red vests and bowties sing in a choir.
3041785224.jpg,A woman in formal attire kissing another woman who is holding flowers on the cheek.
3042173467.jpg,Two smiling women in backless dresses facing away from the camera have their heads turned to look behind them.
3042405316.jpg,A girl in a blue sweater with a white pattern is jumping into a pile of leaves.
3042483842.jpg,"A man wearing glasses, a blue shirt with a black jacket and a smile"
3042484940.jpg,Two men pose for a picture on a camera phone.
3042488474.jpg,The blond man looks at the camera while another man looks into his eyes.
3042604058.jpg,Several people in a group are sitting and laughing together.
3042612760.jpg,"A woman dressed in a red sweatshirt, wearing a white apron, and washing a large pan in a sink."
3042679440.jpg,Many people are walking on a busy street at night.
304295972.jpg,Two men are dressed in white with paper hats preparing pizzas in a kitchen near a large oven.
3043051537.jpg,A man in a striped shirt is sitting at a subway stop.
3043266735.jpg,An older woman wearing a hat reads a book.
3043501068.jpg,A dirt biker is airborne in front of a crowd.
3043510721.jpg,"An old man, wearing a pink shirt and a brightly decorated vest, plays the clarinet."
3043685748.jpg,A group of motorcyclists in a race.
3043766.jpg,An airplane is parked in front of a few vehicles.
3043908909.jpg,A gathering of people with computers and videocameras.
304398170.jpg,Two adults in helmets are fooling around with mountainous terrain in the background.
304408047.jpg,"Two brown dogs in a grassy field, one jumping for a ball."
3044125918.jpg,A man standing in a storage container with pig skinned and cleaned pig carcasses.
3044359043.jpg,The furry black and white dog is running through a shallow pool.
304448536.jpg,A woman in a red and black jacket and a bicycle helmet sits on a mountain bike.
3044500219.jpg,Four girls in evening wear are posing for a photograph.
304450431.jpg,"A woman wearing a cycling helmet, sunglasses, and a red jacket is standing arms outstretched over a valley."
3044536048.jpg,A person in a green jacket it surfing while holding on to a line.
3044745642.jpg,Men in a khaki-colored tent outside in a rundown area.
3045118155.jpg,A man in a gray shirt and green tie is working with his computer at his office desk.
3045509198.jpg,A man with a pencil behind his ear and a guy drinking out of a mug have a conversation in a living room.
3045600419.jpg,A street vendor pushes ice cream past the open entrance of a wholesale store.
3045613316.jpg,"Three men are staring at the big, green hills in the distance."
3045769443.jpg,A man wearing a blue sweatshirt and black baseball cap is holding a piece of paper.
3046126634.jpg,"A lady with a striped shirt is about to give a bath to a baby she is holding across her lap, in front of a little blue bathtub."
3046259614.jpg,A man dressed in all white is talking to the people seated on the dirt floor.
3046286572.jpg,A man performing a bicycle trick inside in midair.
3046312861.jpg,A girl is training in gymnastics with a Georgia sign in the background.
3046429283.jpg,A man in mostly leather clothing stands in a nighttime entertainment area.
3046430047.jpg,One man and two women dressed in vampire costumes
3046431231.jpg,A group of women dressed as characters from star treck.
3046861840.jpg,A man in red sits on the mountaintop.
3046902524.jpg,"A little boy with blond-hair, who wears blue clothing and black boots, walks down a slightly rocky dirt path."
3046916429.jpg,A woman makes faces at a small child.
3046949818.jpg,One rugby player holding a ball is getting hit from behind by another player.
3047143840.jpg,"Two young girls, one in black and one in blue, are practicing on balance beams."
3047144646.jpg,A group of people display ribbons won by their dogs.
3047264032.jpg,A man wears a golden mask with his hair spiked and a yellow shirt.
3047264346.jpg,A man in a werewolf mask is with a woman wearing elf ears.
3047559556.jpg,A child in a gray sweatshirt is on a red slide.
3047749814.jpg,A woman waves as she rides a zip line.
3047751696.jpg,A woman wearing a gray t-shirt holds a child wearing a black shirt under a light blue smock.
3047787482.jpg,Group of Asian people are jumping in front of some totem poles.
3047788420.jpg,A old woman sits on a bench next to her cane.
304786850.jpg,A mother with pink streaks in her hair sets down for dinner with her son.
3048071554.jpg,"A boy with a yellow shirt on it sitting, holding an electric guitar, and singing into a microphone."
3048136203.jpg,A young man wearing a yellow and red shirt operating a machine in a warehouse.
3048211972.jpg,A dog stands on a cement platform looking down at rubble.
3048380686.jpg,A hockey player tries to make a goal while the goalie and another player look on.
3048461682.jpg,A small white dog leaps over a root in the woods.
3048597471.jpg,"Brown dog in water, with orange and blue ball in mouth."
3048821353.jpg,A man in a green shirt begins to jump over backwards as another helps him.
3048904615.jpg,Two women play sand volleyball.
3049092854.jpg,Two men kayaking on the ocean near the shore while they fish.
3049191866.jpg,A man in a brown trench coat talking to a security officer in a mall.
3049312788.jpg,A man holding some small books talks to several other people.
304943321.jpg,"A group of people fixing their bikes in a wooded area, there is a man with a green shirt with navy shorts fixing one bike with the company of a young woman, and in the background there are more bikes being fixed."
3049617203.jpg,A man in red plaid rides his bike in a park.
3049649128.jpg,A boy playing in a pile of dead leaves.
3049770416.jpg,"A man holds a microphone to his mouth, backlit by green lights."
3049836410.jpg,An artist sculpting a statue on a stand in a studio.
304988555.jpg,Members of the military gather around some vehicles at night.
304998314.jpg,A woman with short hair and a red shirt is preparing dinner.
3050114829.jpg,A lone surfer surfing a large collapsing wave in the ocean.
3050264832.jpg,A boy is standing on a snowboard in front of a crowd.
3050490720.jpg,A marketplace selling many different items.
3050523266.jpg,A couple sits on a park bench while a man sleeps with a paper over his face on the bench next to them.
3050606344.jpg,A kayaker wearing yellow fights the rapids.
3050650135.jpg,A man in a blue jersey is kicking a ball while another man watches.
3050794213.jpg,A child in a blue jacket sits on a sidewalk.
3050860568.jpg,A man is building a sphinx out of sand.
3050976633.jpg,Rugby players competing in a match.
3051015087.jpg,A father (or child molester) swims with a small child in a pool.
3051022611.jpg,A man is swimming with a little girl wearing a pink life jacket in an indoor pool
3051082548.jpg,A child runs with a racket and a tennis ball in a field while being chased by a golden retriever and a young boy.
3051125715.jpg,A wave splashes the rocks as seagulls fly by.
3051341320.jpg,A large group of people are riding on a blue roller coaster.
3051384385.jpg,The young boy is pretend playing with boxes.
3051529200.jpg,Two women are standing in front of a wall covered by concert and campaign posters.
3051598721.jpg,A man in a suit and a woman in a wedding dress walk down a damp pier.
3051600747.jpg,A wedding party standing on an indoor balcony as the bride and groom kiss.
3051744372.jpg,A girl is jumping on a rocky shore.
3051754615.jpg,Men wearing brown shirts with orange vests rowing orange and green boats.
30518628.jpg,A man in a button down short-sleeved shirt testing a product being advertised by the yellow and white signs.
3051972592.jpg,A uniformed soldier is kneeling on the ground looking at a metal object.
305199420.jpg,Men in blue uniforms holding little girl with bandaged face and stuffed animal
3051998298.jpg,A guy in navy blue and yellow shorts jumping into a pool.
3052038928.jpg,A man and a woman sit on a couch and look at each other while three other men stand by.
3052104757.jpg,A giant monster truck leaps over crushed cars and into the air inside the arena.
305212860.jpg,A young girl in white tights stands nearby a scooter on a path.
3052196390.jpg,Several girls in swimsuits are playing in a sprinkler fountain.
